user_id;product_id;rating
11698;12;5.0
12563;12;4.0
23260;12;3.0
2341;8;5.0
30111;8;3.0
16111;8;5.0
1847;8;4.0
23428;13;5.0
23379;13;5.0
9227;13;1.0
28194;8;5.0
28301;8;3.0
16753;8;3.0
2906;8;5.0
29658;13;5.0
3395;8;1.0
31655;8;5.0
32005;13;3.0
28157;8;5.0
2461;8;1.0
62;8;5.0
8010;8;5.0
13158;8;1.0
7163;8;2.0
12236;10;1.0
21857;10;1.0
6530;10;4.0
26353;10;4.0
19682;10;3.0
4868;10;1.0
7974;10;5.0
6960;10;5.0
13483;10;4.0
14602;10;5.0
29387;10;4.0
24374;10;5.0
24587;10;5.0
14958;10;5.0
29126;9;1.0
26982;9;4.0
30585;9;5.0
2639;9;5.0
15027;9;5.0
22723;9;5.0
4634;9;4.0
4644;9;4.0
3993;9;5.0
25761;9;5.0
7971;9;4.0
10327;9;5.0
19423;9;1.0
6960;9;2.0
21485;14;4.0
10101;14;4.0
25627;14;4.0
11465;14;4.0
27229;14;2.0
27278;14;3.0
30125;14;4.0
22974;14;3.0
26272;15;3.0
2789;15;3.0
21944;15;3.0
16925;15;4.0
22302;15;5.0
7884;15;4.0
26260;15;5.0
19259;15;4.0
12064;15;5.0
5498;16;5.0
9500;16;5.0
23523;16;5.0
20985;16;5.0
17880;16;5.0
24496;16;5.0
1315;19;4.0
31428;19;5.0
8744;19;5.0
12910;19;5.0
31503;19;5.0
4575;19;4.0
3916;19;5.0
20675;18;4.0
16972;18;5.0
12659;18;3.0
10072;18;4.0
833;18;3.0
19046;18;2.0
16665;17;5.0
13229;17;5.0
25123;17;5.0
13402;17;2.0
1787;17;4.0
606;22;4.0
25720;22;3.0
6520;22;4.0
3583;22;5.0
21511;22;5.0
30083;22;5.0
23004;22;5.0
23433;22;5.0
12186;22;5.0
12733;23;5.0
30632;23;4.0
7729;23;5.0
14283;23;5.0
28859;23;5.0
16873;23;4.0
6231;21;4.0
18167;21;4.0
23907;21;5.0
11100;21;5.0
15530;21;5.0
4907;21;4.0
19377;20;5.0
3903;20;5.0
25360;20;5.0
27044;20;5.0
23317;20;3.0
20618;20;5.0
9242;20;4.0
9528;24;5.0
14801;24;5.0
10703;24;5.0
24141;24;5.0
15168;24;5.0
20984;24;5.0
5679;24;5.0
18064;24;5.0
1206;24;5.0
14247;24;5.0
19372;25;3.0
24103;25;5.0
20626;25;5.0
8313;25;5.0
10441;25;5.0
21458;25;5.0
26090;25;5.0
20549;25;3.0
21493;25;1.0
4021;25;5.0
22972;25;3.0
25551;25;4.0
12498;25;5.0
15367;25;4.0
1348;25;5.0
7156;25;3.0
6298;25;5.0
19547;25;5.0
26834;25;1.0
29466;25;5.0
32488;25;2.0
5706;25;5.0
20214;25;5.0
25067;25;4.0
21093;25;4.0
28754;25;5.0
1448;25;3.0
16579;25;5.0
23565;25;1.0
10160;25;1.0
26187;25;5.0
24959;25;4.0
8297;25;5.0
453;25;5.0
5655;25;3.0
1739;25;1.0
13690;25;5.0
19349;25;5.0
12099;25;5.0
22098;25;4.0
27558;25;1.0
17430;25;2.0
6313;25;5.0
13771;25;5.0
3040;25;5.0
26502;25;1.0
12299;25;5.0
29279;25;3.0
12549;25;4.0
13116;25;5.0
28743;25;5.0
11126;25;4.0
12512;25;3.0
23843;25;5.0
27193;25;5.0
32323;25;4.0
6083;25;5.0
13664;25;5.0
4167;25;5.0
25323;25;2.0
23696;25;1.0
11127;25;5.0
12110;25;1.0
6902;25;2.0
12168;25;4.0
29960;25;4.0
22798;25;5.0
14906;26;4.0
7050;26;5.0
13459;26;5.0
1509;26;5.0
30476;26;5.0
24541;26;5.0
65;26;5.0
18426;26;5.0
11546;26;5.0
8357;27;5.0
22901;27;4.0
6117;27;3.0
2661;27;4.0
27557;27;5.0
11313;27;1.0
5984;27;5.0
27955;27;5.0
4159;27;4.0
23264;27;5.0
21143;27;4.0
6253;27;2.0
14249;27;4.0
16742;27;5.0
13047;27;1.0
28924;27;4.0
24416;27;4.0
32153;27;5.0
10350;27;5.0
32320;27;1.0
1496;27;5.0
8390;27;5.0
27921;27;5.0
1097;27;5.0
5035;28;5.0
6603;28;5.0
31738;28;5.0
30673;28;5.0
9179;28;2.0
23692;28;4.0
10781;28;3.0
6721;28;5.0
26348;28;3.0
10106;28;1.0
31251;28;5.0
11874;28;4.0
17318;28;1.0
28889;29;5.0
16568;29;5.0
7834;29;3.0
3095;29;2.0
394;29;4.0
15100;29;4.0
25642;29;4.0
3642;29;5.0
25801;29;1.0
3340;29;3.0
478;29;4.0
24903;29;2.0
4967;29;4.0
21590;29;4.0
30100;29;4.0
23144;29;2.0
22056;29;5.0
21892;29;2.0
22806;29;4.0
19653;29;4.0
2412;30;5.0
22209;30;5.0
14286;30;4.0
3754;30;4.0
32366;30;5.0
19975;31;5.0
1037;31;5.0
19145;31;5.0
13612;31;5.0
10846;31;4.0
7988;33;5.0
1289;33;5.0
294;33;5.0
9022;33;5.0
10399;33;5.0
19312;33;5.0
14080;33;3.0
21869;32;4.0
7731;32;5.0
11174;32;5.0
2853;32;5.0
13161;32;5.0
19014;32;5.0
14289;32;5.0
18262;32;4.0
20422;32;5.0
30724;36;5.0
27615;36;5.0
7363;36;5.0
15176;36;5.0
6980;36;5.0
20526;36;5.0
30341;36;3.0
15972;36;5.0
19786;36;5.0
26534;36;5.0
8315;36;4.0
24740;36;4.0
13440;36;3.0
13891;37;5.0
6647;37;5.0
28751;36;5.0
21264;37;5.0
4939;37;1.0
18224;36;4.0
20422;37;1.0
2966;36;5.0
1162;36;5.0
28270;36;5.0
453;36;5.0
8608;36;4.0
5971;36;5.0
11216;36;5.0
14440;37;1.0
5103;36;5.0
21041;36;5.0
11073;36;5.0
13708;36;4.0
21314;36;5.0
14684;34;4.0
18585;37;5.0
20595;37;1.0
19804;36;5.0
27835;36;5.0
11185;34;5.0
7694;36;4.0
17949;34;5.0
8436;36;5.0
9099;36;5.0
21834;34;1.0
17384;34;5.0
4006;36;5.0
5417;36;4.0
17201;36;5.0
14612;36;5.0
18425;34;5.0
15055;36;5.0
177;36;5.0
12860;34;5.0
7963;36;5.0
14279;36;5.0
2045;36;5.0
2628;36;4.0
22409;36;5.0
25206;34;5.0
12371;34;5.0
26527;36;5.0
16004;36;5.0
7311;34;5.0
4338;41;5.0
17519;41;3.0
26074;41;5.0
13288;39;5.0
7542;39;5.0
28217;39;4.0
12558;39;5.0
21501;34;5.0
16064;34;5.0
21988;34;5.0
26941;41;5.0
20938;39;5.0
23149;34;5.0
12354;34;4.0
9129;34;5.0
32597;41;5.0
24816;41;5.0
32247;34;2.0
11868;34;5.0
30251;34;4.0
6878;39;5.0
1135;39;5.0
25360;34;5.0
5708;39;5.0
739;34;5.0
10851;34;5.0
11384;34;5.0
32574;34;5.0
13106;34;4.0
32519;34;5.0
6806;34;5.0
5390;34;3.0
22623;34;1.0
19623;34;5.0
17925;34;5.0
17875;34;1.0
31079;34;4.0
27416;34;2.0
1050;34;5.0
20534;34;3.0
4087;34;5.0
22997;34;5.0
873;34;5.0
5955;34;5.0
8305;34;5.0
21622;34;5.0
20513;34;1.0
26984;34;5.0
3367;34;1.0
3993;34;5.0
5724;34;5.0
15828;40;3.0
29409;34;5.0
24738;34;5.0
8383;34;5.0
22730;34;3.0
17740;40;4.0
5368;40;5.0
23564;40;5.0
25622;40;5.0
17120;40;5.0
30026;40;4.0
32322;40;5.0
2466;40;5.0
17411;35;5.0
1991;35;5.0
3299;35;5.0
11648;35;5.0
24821;35;5.0
7247;35;4.0
18801;40;3.0
5328;35;5.0
17409;40;5.0
20030;38;5.0
26686;38;5.0
7292;38;5.0
25808;38;5.0
25570;38;5.0
1424;46;5.0
25545;46;5.0
23266;46;3.0
1516;46;5.0
14799;46;3.0
30355;46;5.0
11907;46;2.0
5505;47;5.0
22317;47;5.0
10896;46;4.0
3061;46;1.0
29151;46;4.0
23101;47;5.0
3023;47;2.0
25577;47;5.0
1126;47;1.0
5327;44;5.0
1601;44;2.0
31498;44;5.0
25819;44;4.0
20062;47;5.0
9281;47;4.0
22899;47;5.0
10110;44;5.0
13619;44;5.0
22573;44;5.0
6786;44;5.0
20860;47;4.0
17637;47;5.0
1873;44;5.0
1007;44;4.0
27915;47;1.0
26597;44;1.0
24472;44;4.0
25141;44;5.0
19021;47;5.0
13323;47;4.0
10621;44;4.0
24945;44;5.0
27307;44;3.0
11972;44;5.0
11230;47;5.0
4911;44;5.0
5865;44;4.0
24747;44;5.0
10353;44;5.0
3532;44;5.0
31596;44;5.0
15220;43;4.0
30989;43;5.0
3155;43;5.0
29665;47;5.0
13225;43;5.0
30859;47;5.0
18885;47;5.0
2380;45;1.0
15664;45;5.0
14459;45;5.0
27151;43;1.0
9315;43;5.0
23197;43;5.0
25166;43;5.0
11836;43;1.0
10258;47;1.0
29773;47;5.0
13234;47;5.0
28885;45;5.0
25687;45;5.0
17081;45;5.0
6396;47;2.0
6506;47;5.0
14093;45;4.0
24828;47;5.0
10481;45;5.0
432;47;4.0
14496;45;5.0
9580;47;4.0
800;47;2.0
31129;47;5.0
28467;47;5.0
5881;45;5.0
18711;45;5.0
25785;47;1.0
25635;47;5.0
4267;45;4.0
17762;45;5.0
13687;45;4.0
26;45;5.0
1574;47;5.0
755;47;3.0
20600;47;1.0
1166;47;5.0
10276;45;5.0
3192;45;5.0
16975;47;5.0
30989;42;4.0
29913;45;5.0
17638;47;4.0
24719;45;5.0
22067;45;5.0
12666;42;5.0
24217;42;1.0
12856;42;5.0
27062;42;5.0
31911;42;4.0
13208;47;5.0
29895;45;5.0
3881;45;3.0
13805;45;5.0
12683;47;5.0
20884;47;5.0
27294;45;1.0
17357;47;4.0
23130;45;5.0
10598;45;4.0
24562;45;4.0
27345;45;5.0
3416;47;4.0
10060;47;5.0
4916;47;5.0
14683;47;1.0
1894;47;4.0
32410;47;5.0
2903;47;5.0
22442;47;5.0
30071;47;3.0
3599;47;3.0
4036;47;5.0
21673;47;3.0
19326;47;5.0
30555;47;4.0
29770;47;4.0
8357;47;5.0
11326;47;5.0
5886;47;3.0
4346;47;5.0
15496;47;5.0
19249;47;5.0
18235;47;5.0
15663;48;5.0
27384;48;4.0
16881;48;3.0
26580;48;2.0
22943;48;4.0
16701;48;5.0
4696;48;5.0
10149;48;5.0
15427;48;4.0
15732;48;5.0
21158;48;5.0
29155;48;5.0
30817;48;5.0
8829;48;5.0
7932;48;4.0
3432;48;4.0
363;48;5.0
22968;48;5.0
28920;48;5.0
5626;48;5.0
28283;48;4.0
29974;48;5.0
12271;48;4.0
7081;48;5.0
9073;48;5.0
26871;48;5.0
3368;49;3.0
15204;49;1.0
32177;49;5.0
5037;49;5.0
20984;49;5.0
20803;49;5.0
11824;49;4.0
2479;49;1.0
9315;50;4.0
16806;50;4.0
2996;50;5.0
23063;50;5.0
9161;50;5.0
20346;50;4.0
18715;50;5.0
29122;53;4.0
29829;53;3.0
12588;53;5.0
25760;53;2.0
4460;53;1.0
24285;53;4.0
27200;53;2.0
29425;54;1.0
20480;54;3.0
12588;54;5.0
4460;54;1.0
28135;54;1.0
25701;52;4.0
26067;52;5.0
6922;52;5.0
28216;52;5.0
25059;52;5.0
31609;52;5.0
28360;52;5.0
17182;52;5.0
21018;52;5.0
12414;52;5.0
31691;52;4.0
21382;52;4.0
27286;52;5.0
7513;52;4.0
14865;58;4.0
13138;52;4.0
29301;58;5.0
15362;52;5.0
17912;52;5.0
30623;52;4.0
15040;52;4.0
21330;52;5.0
363;52;5.0
21221;58;1.0
29371;52;5.0
23867;52;4.0
19490;52;5.0
14563;64;5.0
31964;52;4.0
23577;58;5.0
3163;52;4.0
3421;52;4.0
15727;52;4.0
9499;52;5.0
23946;52;5.0
24415;52;4.0
22968;52;5.0
19894;58;1.0
28809;52;5.0
29823;64;1.0
20597;64;5.0
9279;58;3.0
8001;58;2.0
29686;58;4.0
7153;52;5.0
11571;52;5.0
8082;52;5.0
31183;58;2.0
6272;58;4.0
1105;67;5.0
13541;67;4.0
3762;52;5.0
12839;52;5.0
5432;52;4.0
14982;55;1.0
5928;55;2.0
4368;52;5.0
28905;58;1.0
5577;58;3.0
6564;52;4.0
22902;52;3.0
14207;52;5.0
20919;67;5.0
19141;67;5.0
6777;52;5.0
2901;67;5.0
16687;64;1.0
3828;67;5.0
21927;64;3.0
541;66;5.0
5168;66;5.0
30265;72;5.0
23736;72;5.0
478;57;5.0
19042;72;5.0
6655;72;5.0
12399;72;5.0
27999;66;5.0
20523;67;4.0
21849;67;5.0
18901;55;4.0
25584;55;5.0
16843;72;4.0
27602;72;5.0
24241;72;5.0
25593;67;5.0
16869;64;5.0
17575;55;4.0
21257;66;2.0
19786;66;5.0
9542;66;5.0
122;72;1.0
2497;66;4.0
13046;66;4.0
28936;67;5.0
14885;67;5.0
7702;67;5.0
9937;67;4.0
32079;67;5.0
30741;64;2.0
19382;64;3.0
25592;55;1.0
19797;66;5.0
7090;66;5.0
28486;67;5.0
15575;72;5.0
21579;72;5.0
20704;72;5.0
4639;72;5.0
4200;66;5.0
16315;66;5.0
6150;67;5.0
28701;72;5.0
16284;66;4.0
28892;66;4.0
12683;66;5.0
7000;72;5.0
18273;66;5.0
22555;66;4.0
12025;67;5.0
12724;67;5.0
10774;67;5.0
8580;72;5.0
19425;72;5.0
6472;72;5.0
14801;64;5.0
6802;64;5.0
29452;64;3.0
23000;66;5.0
11660;66;4.0
26396;66;5.0
16106;67;5.0
26975;66;5.0
7419;66;5.0
30776;66;5.0
22411;67;5.0
25205;67;5.0
25874;66;5.0
6679;64;4.0
6501;64;1.0
30592;64;5.0
32088;57;5.0
20128;66;5.0
18995;66;5.0
12320;67;5.0
29745;64;2.0
25602;66;5.0
28364;66;5.0
392;67;5.0
4271;67;5.0
3436;66;5.0
6548;64;5.0
26780;64;5.0
12399;64;5.0
19373;64;5.0
27534;64;4.0
14181;66;5.0
3493;66;5.0
25488;66;5.0
24585;63;5.0
5823;64;5.0
27479;64;4.0
25654;67;5.0
28696;67;4.0
27391;67;5.0
19159;66;5.0
15816;66;5.0
13107;66;5.0
5813;64;5.0
21993;67;5.0
403;67;5.0
9408;66;4.0
8324;66;5.0
8483;66;5.0
19393;66;2.0
13520;67;5.0
31447;64;5.0
22672;66;2.0
2485;66;3.0
32021;66;5.0
8914;57;5.0
21686;67;5.0
32065;67;5.0
9876;64;5.0
506;64;4.0
18281;64;5.0
2929;67;5.0
32295;67;5.0
172;67;5.0
25663;67;5.0
22672;63;2.0
19155;63;4.0
23980;64;5.0
12164;67;5.0
10500;67;5.0
5416;64;5.0
10331;64;2.0
17120;67;5.0
26362;67;5.0
6780;67;5.0
25781;63;5.0
13193;60;5.0
31684;60;5.0
22708;60;2.0
16952;63;5.0
23861;63;5.0
5881;60;5.0
10060;64;5.0
2199;64;4.0
23379;63;5.0
16582;67;5.0
3341;67;5.0
14142;67;5.0
32031;60;5.0
20004;64;4.0
32186;64;3.0
14355;60;3.0
2162;63;5.0
12741;63;5.0
27817;62;5.0
22761;60;5.0
5226;67;5.0
3688;67;5.0
31675;64;5.0
20844;60;5.0
15188;67;3.0
25921;67;5.0
14994;64;5.0
23846;63;2.0
3699;63;4.0
25836;63;3.0
21466;67;5.0
30997;67;5.0
4998;67;4.0
1164;64;5.0
20822;64;3.0
30741;63;4.0
1993;63;5.0
12563;70;1.0
4075;67;5.0
31462;62;5.0
26434;67;5.0
11834;67;5.0
11546;67;5.0
12478;67;5.0
13193;62;5.0
9281;62;4.0
29452;63;3.0
477;60;5.0
9552;64;3.0
14355;62;4.0
18501;67;5.0
12394;67;5.0
23841;67;4.0
4933;67;5.0
1614;67;5.0
32559;67;4.0
6261;63;4.0
16504;63;5.0
11920;63;5.0
477;62;5.0
17398;63;4.0
27479;63;3.0
21796;67;4.0
14193;67;5.0
10843;67;5.0
3722;70;5.0
2277;63;5.0
5923;67;5.0
15848;67;5.0
12801;67;4.0
18060;67;5.0
18905;67;3.0
30855;67;4.0
2145;70;4.0
18421;70;4.0
3266;62;5.0
31866;67;5.0
23225;67;5.0
29933;67;3.0
23826;63;5.0
31977;63;1.0
14043;67;5.0
16215;67;4.0
4562;67;4.0
9580;62;4.0
800;62;4.0
19648;70;5.0
8571;70;3.0
6327;64;5.0
25635;62;5.0
8741;62;5.0
23503;67;5.0
29609;63;5.0
27190;71;5.0
9745;71;5.0
5844;71;5.0
12056;60;4.0
879;70;5.0
30975;57;5.0
21785;67;5.0
1422;67;5.0
3079;62;5.0
12399;62;5.0
23923;62;5.0
13422;67;4.0
16800;67;4.0
4851;67;4.0
2101;70;4.0
22301;70;1.0
7788;62;5.0
3513;71;5.0
22297;63;5.0
17295;70;1.0
14658;70;5.0
20922;63;5.0
3648;62;3.0
21854;60;5.0
22862;67;3.0
5532;71;4.0
10060;62;5.0
12856;62;5.0
26048;63;5.0
31101;63;5.0
10060;60;5.0
25173;67;3.0
25955;60;4.0
21673;60;3.0
13208;60;5.0
15430;60;3.0
10440;67;5.0
23791;67;5.0
18085;67;5.0
9660;62;5.0
27419;62;5.0
6583;62;5.0
6110;60;5.0
7496;60;5.0
11326;62;5.0
3768;62;3.0
25606;67;5.0
25074;67;5.0
28976;67;5.0
14469;70;5.0
3296;70;1.0
13073;62;5.0
21333;62;5.0
17406;71;5.0
19947;67;5.0
5970;67;5.0
11831;67;5.0
15916;71;5.0
19021;71;5.0
19443;67;5.0
24069;67;5.0
32163;67;4.0
21590;67;5.0
22019;60;3.0
30153;67;5.0
20902;67;5.0
5512;67;4.0
16365;67;5.0
25744;60;5.0
15458;60;1.0
6662;60;4.0
7105;71;5.0
20507;60;5.0
9161;60;5.0
11187;60;4.0
9434;67;5.0
4779;67;5.0
24805;67;5.0
2983;60;5.0
25179;60;4.0
2378;60;5.0
4629;67;5.0
29932;71;5.0
11595;71;5.0
30546;71;5.0
4090;60;5.0
4812;71;5.0
17448;67;4.0
2481;67;5.0
18671;67;5.0
10973;67;5.0
25738;67;5.0
20064;67;5.0
18122;60;5.0
23560;71;5.0
11261;67;5.0
10327;71;5.0
3801;71;5.0
2926;71;5.0
27419;60;4.0
17038;67;5.0
30524;67;5.0
28188;67;5.0
18063;67;5.0
23374;67;5.0
4704;60;5.0
12856;60;5.0
12267;60;5.0
13944;71;4.0
28610;71;5.0
25545;70;3.0
18998;60;3.0
6583;60;5.0
9215;67;5.0
17555;67;5.0
28584;67;5.0
9832;70;5.0
4630;70;3.0
32519;60;5.0
3251;67;5.0
30306;67;5.0
6494;71;5.0
10034;71;5.0
2369;60;5.0
12910;60;5.0
26937;60;5.0
7603;60;5.0
5046;67;5.0
23004;65;5.0
9958;70;3.0
22490;70;5.0
15052;70;3.0
2022;70;4.0
6866;70;5.0
31193;60;5.0
19275;60;5.0
30599;60;5.0
8930;60;4.0
4549;60;5.0
22402;71;4.0
17155;71;4.0
10705;71;5.0
20237;71;5.0
17919;67;5.0
6883;67;5.0
6217;67;5.0
24133;67;5.0
94;67;4.0
6801;70;3.0
10171;70;5.0
21878;70;4.0
31678;70;5.0
18569;70;5.0
3478;70;5.0
24463;67;5.0
24557;67;4.0
26652;67;5.0
31428;71;5.0
14583;71;5.0
25285;71;5.0
9261;70;4.0
24791;70;3.0
28447;70;5.0
14206;70;5.0
27274;70;3.0
9717;70;5.0
14305;70;3.0
3842;67;5.0
21927;65;3.0
27184;71;5.0
3534;70;5.0
32452;70;5.0
22302;70;5.0
18605;70;3.0
24752;67;5.0
5049;67;5.0
10946;67;5.0
29321;65;5.0
12402;65;5.0
13933;71;5.0
20809;71;5.0
30055;67;5.0
22620;67;5.0
19595;67;5.0
26755;67;5.0
2617;65;5.0
18174;70;3.0
23106;67;5.0
11836;67;5.0
22691;67;5.0
14650;71;5.0
20627;65;2.0
12374;70;4.0
7558;70;4.0
9217;71;5.0
7757;71;3.0
18;71;5.0
28555;71;5.0
20778;65;3.0
17151;65;4.0
2947;70;5.0
16456;70;1.0
4085;65;4.0
15407;71;5.0
8394;71;5.0
14801;65;5.0
7795;71;5.0
4075;71;5.0
2830;71;5.0
11000;71;5.0
20946;71;5.0
5568;65;4.0
2532;70;5.0
23128;71;5.0
9067;71;5.0
27050;71;5.0
10395;71;5.0
16635;65;4.0
24497;65;5.0
8836;65;4.0
8267;71;5.0
18992;57;5.0
10060;65;5.0
27479;65;4.0
4566;71;5.0
19220;71;5.0
3816;71;5.0
29781;71;4.0
12339;71;4.0
32593;65;5.0
29355;65;5.0
7509;65;5.0
30599;65;5.0
25537;65;5.0
18025;71;5.0
4145;71;4.0
8741;61;5.0
21854;61;5.0
30585;61;5.0
16229;71;5.0
12776;71;5.0
25271;71;4.0
7496;61;5.0
21673;61;1.0
8838;61;3.0
8369;65;5.0
21006;65;5.0
16635;61;4.0
18998;61;2.0
1407;71;5.0
19370;71;3.0
10830;71;5.0
4823;71;5.0
7359;65;5.0
6113;65;5.0
26628;57;5.0
12395;61;5.0
25749;71;5.0
11171;65;5.0
18278;65;5.0
25057;65;5.0
27769;71;5.0
25272;71;4.0
27202;71;4.0
25454;65;5.0
22413;65;5.0
27752;65;5.0
1021;71;5.0
24314;71;5.0
22092;71;5.0
3940;71;4.0
13724;71;5.0
31146;71;5.0
27811;71;5.0
16843;71;4.0
5616;71;5.0
8386;51;5.0
32578;71;4.0
29322;71;2.0
1158;71;5.0
10573;57;5.0
21524;51;1.0
28324;51;3.0
25594;51;3.0
26242;71;5.0
20359;71;5.0
22369;71;5.0
21377;71;5.0
17876;71;5.0
15196;71;5.0
8179;71;5.0
21173;51;5.0
5324;71;3.0
2245;71;5.0
14567;71;4.0
25198;51;5.0
19762;71;5.0
32574;71;5.0
15051;71;5.0
4176;71;5.0
27869;71;5.0
1496;68;5.0
3696;71;3.0
27799;71;5.0
19010;71;5.0
18978;71;2.0
9235;71;5.0
2712;71;1.0
24605;71;5.0
1911;71;5.0
1386;71;1.0
11283;71;5.0
6176;71;5.0
12876;71;1.0
14719;71;5.0
15986;71;5.0
25287;71;5.0
3208;71;2.0
14644;71;3.0
20898;71;5.0
12980;71;5.0
31065;71;5.0
15692;71;5.0
30399;71;5.0
16843;71;3.0
5080;71;1.0
13709;71;5.0
31441;71;4.0
18954;71;5.0
28454;71;5.0
24833;71;5.0
28043;71;5.0
31383;71;5.0
28196;71;5.0
1105;71;5.0
4873;71;5.0
24277;71;5.0
6069;71;5.0
31944;71;5.0
32475;71;5.0
15979;71;5.0
24084;71;5.0
2983;71;5.0
11040;71;5.0
2308;71;5.0
20701;71;5.0
13908;68;5.0
18046;71;5.0
14710;71;5.0
23168;71;5.0
6915;71;4.0
25370;69;5.0
2730;69;5.0
23487;69;5.0
24093;69;5.0
15988;71;5.0
22204;71;5.0
17200;71;5.0
27180;69;1.0
2838;69;5.0
18921;69;5.0
9621;68;4.0
6964;71;5.0
14295;71;1.0
18337;69;5.0
14473;69;5.0
11829;69;5.0
17467;68;5.0
25993;56;2.0
3532;56;4.0
7324;56;1.0
10068;56;5.0
15465;69;5.0
28489;69;5.0
25498;69;5.0
13321;69;5.0
22536;56;3.0
26261;69;5.0
9501;69;5.0
9296;56;5.0
10927;69;5.0
8138;68;5.0
6994;56;1.0
22328;56;2.0
505;69;5.0
3790;69;5.0
8867;69;5.0
28345;69;2.0
29425;56;3.0
30783;56;4.0
26559;56;1.0
32420;69;5.0
12435;69;5.0
31157;69;5.0
26176;56;5.0
11977;69;5.0
30378;69;5.0
15005;69;5.0
21820;69;5.0
31820;68;5.0
16317;68;5.0
8757;68;5.0
1557;68;5.0
31107;68;5.0
16432;68;4.0
14869;68;5.0
12721;68;4.0
5955;68;4.0
23318;75;5.0
4557;68;5.0
3580;75;5.0
20013;75;5.0
24501;75;5.0
7277;75;5.0
8037;77;5.0
31956;77;1.0
22850;77;5.0
9718;77;5.0
9745;77;2.0
6053;77;4.0
19798;77;5.0
12513;74;5.0
19303;74;5.0
7935;74;5.0
776;74;5.0
15220;59;4.0
30989;59;4.0
10603;74;5.0
19453;74;4.0
1071;74;5.0
4485;74;5.0
27921;74;5.0
8263;74;4.0
6598;74;5.0
15802;74;5.0
19950;74;5.0
15962;74;5.0
16201;74;5.0
22708;59;4.0
32031;59;5.0
22078;59;5.0
23729;59;4.0
984;59;2.0
11848;59;5.0
31604;59;5.0
25505;59;5.0
1742;59;5.0
19326;59;5.0
23062;59;4.0
4866;59;5.0
12856;59;5.0
19379;59;5.0
19491;59;5.0
